Instance Name;Score;Cluster num;Total Distance;TMAX;Runtime;Path;Cluster Function type;Gen
11berlin52_T40_p2.sop;279.69202193331114;11;1536.8750894494356;1616;22.586175203323364;[32, 22, 31, 18, 3, 17, 21, 23, 50, 20];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T60_p1.sop;14.431011842819352;11;2360.302747822592;2424;35.63375282287598;[22, 49, 32, 45, 19, 8, 10, 9, 41, 3, 17, 18, 31, 23, 20, 50];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];500
11berlin52_T80_p2.sop;728.7810779651472;11;3190.1212172462156;3232;31.110981464385986;[50, 20, 29, 30, 23, 31, 18, 21, 3, 17, 7, 2, 42, 22, 32, 49];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];400
14st70_T40_p1.sop;12.19596447740429;14;112.603279766474;126;28.008001565933228;[16, 47, 23, 29, 13, 38, 63, 22, 59, 69, 31, 70, 36];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T40_p1.sop;9.839513957233603;11;1542.967111413816;1616;15.93362021446228;[22, 32, 45, 19, 8, 41, 18, 31, 50, 20, 23];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];200
11berlin52_T60_p2.sop;523.5812491443729;11;2370.7659582010965;2424;24.540940046310425;[31, 18, 17, 3, 41, 8, 9, 10, 19, 45, 22, 23, 20];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T60_p1.sop;13.495577473508728;11;2205.3884352041255;2424;15.936333656311035;[49, 45, 19, 41, 3, 18, 31, 21, 23, 20, 50, 29, 30, 22];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];200
11berlin52_T80_p1.sop;18.034173105100255;11;3155.918807417959;3232;29.59003496170044;[23, 20, 50, 29, 30, 21, 42, 31, 18, 3, 41, 8, 9, 10, 19, 45, 32, 49];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];400
14st70_T40_p2.sop;515.7215583326059;14;105.78418938674471;126;27.56794786453247;[23, 38, 59, 63, 22, 35, 69, 31, 70, 13, 29, 36];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T40_p2.sop;348.6270175188734;11;1599.0210469142544;1616;23.29212975502014;[50, 20, 23, 30, 21, 17, 3, 18, 31];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T40_p1.sop;10.405019316259029;11;1592.1080622630668;1616;22.353084087371826;[32, 45, 19, 3, 17, 18, 31, 23, 20, 50];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T40_p2.sop;279.69202193331114;11;1572.8204686607496;1616;15.914519786834717;[32, 22, 50, 20, 23, 21, 17, 3, 18, 31];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];200
